Representative,BioGuideID,ReportDate,TransactionDate,Ticker,Transaction,Range,House,Amount,Party,Quarter,TransactionType,TradeAmount,PartyName
Josh Gottheimer,G000583,2/10/2025,1/31/2025,BABA,Purchase,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,purchase,15000,Democrats
Thomas H. Kean Jr,K000398,2/19/2025,1/31/2025,MSFT,Purchase,"$1,001 - $15,000",Representatives,1001,R,2025-Q1,purchase,15000,Republicans
James French Hill,H001072,2/4/2025,1/31/2025,CVS,Sale,"$15,001 - $50,000",Representatives,15001,R,2025-Q1,sale,50000,Republicans
Josh Gottheimer,G000583,2/10/2025,1/31/2025,TWLO,Purchase,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,purchase,15000,Democrats
Gilbert Cisneros,C001123,2/11/2025,1/31/2025,CACI,Purchase,"$15,001 - $50,000",Representatives,15001,D,2025-Q1,purchase,50000,Democrats
Josh Gottheimer,G000583,2/10/2025,1/31/2025,ANET,Sale,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,sale,15000,Democrats
Josh Gottheimer,G000583,2/10/2025,1/31/2025,MSFT,Sale,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,sale,15000,Democrats
Josh Gottheimer,G000583,2/10/2025,1/31/2025,MA,Purchase,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,purchase,15000,Democrats
Gilbert Cisneros,C001123,2/11/2025,1/31/2025,HE,Purchase,"$50,001 - $100,000",Representatives,50001,D,2025-Q1,purchase,100000,Democrats
Rob Bresnahan,B001327,2/13/2025,1/30/2025,MSFT,Sale,"$1,001 - $15,000",Representatives,1001,R,2025-Q1,sale,15000,Republicans
Josh Gottheimer,G000583,2/10/2025,1/30/2025,MMM,Purchase,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,purchase,15000,Democrats
Josh Gottheimer,G000583,2/10/2025,1/30/2025,GLW,Purchase,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,purchase,15000,Democrats
Josh Gottheimer,G000583,2/10/2025,1/30/2025,TT,Sale,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,sale,15000,Democrats
Rob Bresnahan,B001327,2/13/2025,1/30/2025,BABA,Purchase,"$1,001 - $15,000",Representatives,1001,R,2025-Q1,purchase,15000,Republicans
Gilbert Cisneros,C001123,2/11/2025,1/30/2025,AVGO,Sale,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,sale,15000,Democrats
Rob Bresnahan,B001327,2/13/2025,1/30/2025,MSFT,Sale,"$1,001 - $15,000",Representatives,1001,R,2025-Q1,sale,15000,Republicans
Gilbert Cisneros,C001123,2/11/2025,1/30/2025,ISRG,Purchase,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,purchase,15000,Democrats
Josh Gottheimer,G000583,2/10/2025,1/30/2025,MA,Purchase,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,purchase,15000,Democrats
Josh Gottheimer,G000583,2/10/2025,1/30/2025,TSLA,Purchase,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,purchase,15000,Democrats
Josh Gottheimer,G000583,2/10/2025,1/30/2025,V,Purchase,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,purchase,15000,Democrats
Tim Moore,M001236,2/15/2025,1/30/2025,HOG,Purchase,"$15,001 - $50,000",Representatives,15001,R,2025-Q1,purchase,50000,Republicans
Mark Dr Green,G000590,2/6/2025,1/30/2025,NGL,Sale,"$500,001 - $1,000,000",Representatives,500001,R,2025-Q1,sale,1000000,Republicans
Rob Bresnahan,B001327,2/13/2025,1/29/2025,HOOD,Sale,"$1,001 - $15,000",Representatives,1001,R,2025-Q1,sale,15000,Republicans
Gilbert Cisneros,C001123,2/11/2025,1/29/2025,AGIO,Purchase,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,purchase,15000,Democrats
Rob Bresnahan,B001327,2/13/2025,1/29/2025,NVDA,Sale,"$1,001 - $15,000",Representatives,1001,R,2025-Q1,sale,15000,Republicans
Gilbert Cisneros,C001123,2/11/2025,1/29/2025,CRNX,Purchase,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,purchase,15000,Democrats
Josh Gottheimer,G000583,2/10/2025,1/29/2025,UBER,Sale,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,sale,15000,Democrats
Rob Bresnahan,B001327,2/13/2025,1/29/2025,CRDO,Sale,"$1,001 - $15,000",Representatives,1001,R,2025-Q1,sale,15000,Republicans
Gilbert Cisneros,C001123,2/11/2025,1/29/2025,AVGO,Purchase,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,purchase,15000,Democrats
Gilbert Cisneros,C001123,2/11/2025,1/29/2025,SWTX,Purchase,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,purchase,15000,Democrats
Gilbert Cisneros,C001123,2/11/2025,1/29/2025,USPH,Purchase,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,purchase,15000,Democrats
Rob Bresnahan,B001327,2/13/2025,1/29/2025,CRDO,Sale,"$1,001 - $15,000",Representatives,1001,R,2025-Q1,sale,15000,Republicans
Josh Gottheimer,G000583,2/10/2025,1/29/2025,PWR,Sale,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,sale,15000,Democrats
Rob Bresnahan,B001327,2/13/2025,1/29/2025,MANH,Sale,"$1,001 - $15,000",Representatives,1001,R,2025-Q1,sale,15000,Republicans
Rob Bresnahan,B001327,2/13/2025,1/29/2025,MANH,Sale,"$1,001 - $15,000",Representatives,1001,R,2025-Q1,sale,15000,Republicans
Josh Gottheimer,G000583,2/10/2025,1/29/2025,ETN,Sale,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,sale,15000,Democrats
Josh Gottheimer,G000583,2/10/2025,1/29/2025,ABT,Purchase,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,purchase,15000,Democrats
Rob Bresnahan,B001327,2/13/2025,1/29/2025,HOOD,Sale,"$1,001 - $15,000",Representatives,1001,R,2025-Q1,sale,15000,Republicans
Gilbert Cisneros,C001123,2/11/2025,1/29/2025,FNA,Purchase,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,purchase,15000,Democrats
Rob Bresnahan,B001327,2/13/2025,1/29/2025,CRDO,Sale,"$1,001 - $15,000",Representatives,1001,R,2025-Q1,sale,15000,Republicans
Rob Bresnahan,B001327,2/13/2025,1/29/2025,META,Sale,"$1,001 - $15,000",Representatives,1001,R,2025-Q1,sale,15000,Republicans
Rob Bresnahan,B001327,2/13/2025,1/29/2025,MANH,Sale,"$1,001 - $15,000",Representatives,1001,R,2025-Q1,sale,15000,Republicans
Rob Bresnahan,B001327,2/13/2025,1/29/2025,META,Sale,"$1,001 - $15,000",Representatives,1001,R,2025-Q1,sale,15000,Republicans
Rob Bresnahan,B001327,2/13/2025,1/29/2025,BABA,Purchase,"$1,001 - $15,000",Representatives,1001,R,2025-Q1,purchase,15000,Republicans
Josh Gottheimer,G000583,2/10/2025,1/29/2025,ISRG,Sale,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,sale,15000,Democrats
Josh Gottheimer,G000583,2/10/2025,1/29/2025,AVGO,Sale,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,sale,15000,Democrats
Rob Bresnahan,B001327,2/13/2025,1/29/2025,BABA,Purchase,"$1,001 - $15,000",Representatives,1001,R,2025-Q1,purchase,15000,Republicans
Josh Gottheimer,G000583,2/10/2025,1/29/2025,NVDA,Sale,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,sale,15000,Democrats
Rob Bresnahan,B001327,2/13/2025,1/29/2025,NVDA,Sale,"$1,001 - $15,000",Representatives,1001,R,2025-Q1,sale,15000,Republicans
Tim Moore,M001236,2/15/2025,1/29/2025,HOG,Purchase,"$50,001 - $100,000",Representatives,50001,R,2025-Q1,purchase,100000,Republicans
Rob Bresnahan,B001327,2/13/2025,1/29/2025,HOOD,Sale,"$1,001 - $15,000",Representatives,1001,R,2025-Q1,sale,15000,Republicans
Rob Bresnahan,B001327,2/13/2025,1/29/2025,BABA,Purchase,"$1,001 - $15,000",Representatives,1001,R,2025-Q1,purchase,15000,Republicans
Josh Gottheimer,G000583,2/10/2025,1/29/2025,CRM,Purchase,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,purchase,15000,Democrats
Josh Gottheimer,G000583,2/10/2025,1/29/2025,UNP,Purchase,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,purchase,15000,Democrats
Julie Johnson,J000310,2/12/2025,1/28/2025,PEP,Sale,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,sale,15000,Democrats
Rob Bresnahan,B001327,2/13/2025,1/28/2025,NVDA,Sale,"$1,001 - $15,000",Representatives,1001,R,2025-Q1,sale,15000,Republicans
Josh Gottheimer,G000583,2/10/2025,1/28/2025,AVGO,Sale,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,sale,15000,Democrats
Josh Gottheimer,G000583,2/10/2025,1/28/2025,TSLA,Purchase,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,purchase,15000,Democrats
Mark Dr Green,G000590,2/6/2025,1/28/2025,NGL,Sale,"$50,001 - $100,000",Representatives,50001,R,2025-Q1,sale,100000,Republicans
Rob Bresnahan,B001327,2/13/2025,1/28/2025,AVGO,Sale,"$1,001 - $15,000",Representatives,1001,R,2025-Q1,sale,15000,Republicans
John Boozman,B001236,2/8/2025,1/28/2025,NRG,Purchase,"$1,001 - $15,000",Senate,1001,R,2025-Q1,purchase,15000,Republicans
Josh Gottheimer,G000583,2/10/2025,1/28/2025,ABT,Purchase,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,purchase,15000,Democrats
Julie Johnson,J000310,2/12/2025,1/28/2025,ALE,Sale,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,sale,15000,Democrats
Josh Gottheimer,G000583,2/10/2025,1/28/2025,ANET,Sale,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,sale,15000,Democrats
Rob Bresnahan,B001327,2/13/2025,1/28/2025,TEAM,Purchase,"$1,001 - $15,000",Representatives,1001,R,2025-Q1,purchase,15000,Republicans
Rob Bresnahan,B001327,2/13/2025,1/28/2025,ZM,Purchase,"$1,001 - $15,000",Representatives,1001,R,2025-Q1,purchase,15000,Republicans
John Boozman,B001236,2/8/2025,1/28/2025,HPQ,Sale (Full),"$1,001 - $15,000",Senate,1001,R,2025-Q1,sale,15000,Republicans
Rob Bresnahan,B001327,2/13/2025,1/28/2025,ZM,Purchase,"$1,001 - $15,000",Representatives,1001,R,2025-Q1,purchase,15000,Republicans
Gilbert Cisneros,C001123,2/11/2025,1/28/2025,LNTH,Purchase,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,purchase,15000,Democrats
Scott Scott Franklin,F000472,3/18/2025,1/28/2025,COST,Sale,"$1,001 - $15,000",Representatives,1001,R,2025-Q1,sale,15000,Republicans
Josh Gottheimer,G000583,2/10/2025,1/28/2025,TSM,Sale,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,sale,15000,Democrats
John Boozman,B001236,2/8/2025,1/28/2025,IVW,Sale (Partial),"$1,001 - $15,000",Senate,1001,R,2025-Q1,sale,15000,Republicans
Julie Johnson,J000310,2/12/2025,1/28/2025,DELL,Sale,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,sale,15000,Democrats
Rob Bresnahan,B001327,2/13/2025,1/28/2025,ZM,Purchase,"$1,001 - $15,000",Representatives,1001,R,2025-Q1,purchase,15000,Republicans
Rob Bresnahan,B001327,2/13/2025,1/28/2025,CRWD,Purchase,"$1,001 - $15,000",Representatives,1001,R,2025-Q1,purchase,15000,Republicans
Rob Bresnahan,B001327,2/13/2025,1/28/2025,TEAM,Purchase,"$1,001 - $15,000",Representatives,1001,R,2025-Q1,purchase,15000,Republicans
John Boozman,B001236,2/8/2025,1/28/2025,TBLL,Purchase,"$1,001 - $15,000",Senate,1001,R,2025-Q1,purchase,15000,Republicans
Scott Scott Franklin,F000472,3/18/2025,1/28/2025,COST,Sale,"$1,001 - $15,000",Representatives,1001,R,2025-Q1,sale,15000,Republicans
Rob Bresnahan,B001327,2/13/2025,1/28/2025,CRWD,Purchase,"$1,001 - $15,000",Representatives,1001,R,2025-Q1,purchase,15000,Republicans
Scott Scott Franklin,F000472,3/18/2025,1/28/2025,COST,Sale,"$50,001 - $100,000",Representatives,50001,R,2025-Q1,sale,100000,Republicans
Gilbert Cisneros,C001123,2/11/2025,1/28/2025,WTW,Purchase,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,purchase,15000,Democrats
Josh Gottheimer,G000583,2/10/2025,1/28/2025,NVDA,Sale,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,sale,15000,Democrats
Rob Bresnahan,B001327,2/13/2025,1/28/2025,TEAM,Purchase,"$1,001 - $15,000",Representatives,1001,R,2025-Q1,purchase,15000,Republicans
Josh Gottheimer,G000583,2/10/2025,1/28/2025,V,Purchase,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,purchase,15000,Democrats
Julie Johnson,J000310,2/12/2025,1/28/2025,INTU,Sale,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,sale,15000,Democrats
Gilbert Cisneros,C001123,2/11/2025,1/28/2025,LRCX,Sale,"$15,001 - $50,000",Representatives,15001,D,2025-Q1,sale,50000,Democrats
Rob Bresnahan,B001327,2/13/2025,1/28/2025,CRWD,Purchase,"$1,001 - $15,000",Representatives,1001,R,2025-Q1,purchase,15000,Republicans
Josh Gottheimer,G000583,2/10/2025,1/28/2025,ORCL,Sale,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,sale,15000,Democrats
Josh Gottheimer,G000583,2/10/2025,1/27/2025,CLPBY,Purchase,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,purchase,15000,Democrats
Josh Gottheimer,G000583,2/10/2025,1/27/2025,CDRE,Purchase,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,purchase,15000,Democrats
Josh Gottheimer,G000583,2/10/2025,1/27/2025,MRK,Sale,"$15,001 - $50,000",Representatives,15001,D,2025-Q1,sale,50000,Democrats
Josh Gottheimer,G000583,2/10/2025,1/27/2025,GLW,Purchase,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,purchase,15000,Democrats
Josh Gottheimer,G000583,2/10/2025,1/27/2025,GBOOY,Purchase,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,purchase,15000,Democrats
Josh Gottheimer,G000583,2/10/2025,1/27/2025,MELI,Sale,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,sale,15000,Democrats
Julie Johnson,J000310,2/12/2025,1/27/2025,PPG,Sale,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,sale,15000,Democrats
Josh Gottheimer,G000583,2/10/2025,1/27/2025,FICO,Sale,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,sale,15000,Democrats
Josh Gottheimer,G000583,2/10/2025,1/27/2025,ABEV,Purchase,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,purchase,15000,Democrats
Gilbert Cisneros,C001123,2/11/2025,1/24/2025,JNJ,Sale,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,sale,15000,Democrats
Gilbert Cisneros,C001123,2/11/2025,1/24/2025,PCG,Sale,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,sale,15000,Democrats
Gilbert Cisneros,C001123,2/11/2025,1/24/2025,CCI,Purchase,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,purchase,15000,Democrats
Tim Moore,M001236,2/15/2025,1/24/2025,HOG,Purchase,"$15,001 - $50,000",Representatives,15001,R,2025-Q1,purchase,50000,Republicans
Gilbert Cisneros,C001123,2/11/2025,1/24/2025,PFE,Sale,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,sale,15000,Democrats
Gilbert Cisneros,C001123,2/11/2025,1/24/2025,MCK,Sale,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,sale,15000,Democrats
Gilbert Cisneros,C001123,2/11/2025,1/24/2025,K,Purchase,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,purchase,15000,Democrats
Gilbert Cisneros,C001123,2/11/2025,1/24/2025,MRK,Sale,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,sale,15000,Democrats
Gilbert Cisneros,C001123,2/11/2025,1/24/2025,ABNB,Sale,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,sale,15000,Democrats
Julie Johnson,J000310,2/12/2025,1/24/2025,GS,Purchase,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,purchase,15000,Democrats
William R. Keating,K000375,2/25/2025,1/24/2025,LRCX,Sale,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,sale,15000,Democrats
Gilbert Cisneros,C001123,2/11/2025,1/24/2025,PLTR,Purchase,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,purchase,15000,Democrats
Josh Gottheimer,G000583,2/10/2025,1/24/2025,JNJ,Purchase,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,purchase,15000,Democrats
Tim Moore,M001236,2/15/2025,1/24/2025,HOG,Sale,"$15,001 - $50,000",Representatives,15001,R,2025-Q1,sale,50000,Republicans
Gilbert Cisneros,C001123,2/11/2025,1/24/2025,MDLZ,Sale,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,sale,15000,Democrats
Gilbert Cisneros,C001123,2/11/2025,1/24/2025,CVS,Purchase,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,purchase,15000,Democrats
Josh Gottheimer,G000583,2/10/2025,1/24/2025,REGN,Sale,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,sale,15000,Democrats
Josh Gottheimer,G000583,2/10/2025,1/24/2025,V,Purchase,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,purchase,15000,Democrats
Gilbert Cisneros,C001123,2/11/2025,1/24/2025,F,Purchase,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,purchase,15000,Democrats
William R. Keating,K000375,2/25/2025,1/24/2025,KLAC,Purchase,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,purchase,15000,Democrats
Gilbert Cisneros,C001123,2/11/2025,1/24/2025,MSFT,Purchase,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,purchase,15000,Democrats
Julie Johnson,J000310,2/12/2025,1/24/2025,CB,Sale,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,sale,15000,Democrats
Gilbert Cisneros,C001123,2/11/2025,1/24/2025,D,Sale,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,sale,15000,Democrats
Gilbert Cisneros,C001123,2/11/2025,1/24/2025,BA,Sale,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,sale,15000,Democrats
Julie Johnson,J000310,2/12/2025,1/24/2025,PGR,Purchase,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,purchase,15000,Democrats
Gilbert Cisneros,C001123,2/11/2025,1/24/2025,UNH,Purchase,"$15,001 - $50,000",Representatives,15001,D,2025-Q1,purchase,50000,Democrats
Gilbert Cisneros,C001123,2/11/2025,1/24/2025,SJM,Sale,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,sale,15000,Democrats
Josh Gottheimer,G000583,2/10/2025,1/24/2025,ITCI,Sale,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,sale,15000,Democrats
Gilbert Cisneros,C001123,2/11/2025,1/24/2025,LUV,Purchase,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,purchase,15000,Democrats
Gilbert Cisneros,C001123,2/11/2025,1/24/2025,CI,Sale,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,sale,15000,Democrats
Gilbert Cisneros,C001123,2/11/2025,1/24/2025,EIX,Sale,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,sale,15000,Democrats
Julie Johnson,J000310,2/12/2025,1/24/2025,MS,Sale,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,sale,15000,Democrats
Gilbert Cisneros,C001123,2/11/2025,1/24/2025,DG,Sale,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,sale,15000,Democrats
Josh Gottheimer,G000583,2/10/2025,1/23/2025,ETN,Sale,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,sale,15000,Democrats
Josh Gottheimer,G000583,2/10/2025,1/23/2025,V,Purchase,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,purchase,15000,Democrats
Josh Gottheimer,G000583,2/10/2025,1/23/2025,TT,Sale,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,sale,15000,Democrats
Josh Gottheimer,G000583,2/10/2025,1/23/2025,UBER,Sale,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,sale,15000,Democrats
Josh Gottheimer,G000583,2/10/2025,1/23/2025,TEL,Purchase,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,purchase,15000,Democrats
Josh Gottheimer,G000583,2/10/2025,1/22/2025,NFLX,Sale,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,sale,15000,Democrats
Josh Gottheimer,G000583,2/10/2025,1/22/2025,ORCL,Sale,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,sale,15000,Democrats
Ron Wyden,W000779,2/21/2025,1/22/2025,LLY,Purchase,"$50,001 - $100,000",Senate,50001,D,2025-Q1,purchase,100000,Democrats
Josh Gottheimer,G000583,2/10/2025,1/22/2025,WMT,Purchase,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,purchase,15000,Democrats
Ashley B. Moody,M001244,2/21/2025,1/22/2025,MU,Purchase,"$50,001 - $100,000",Senate,50001,R,2025-Q1,purchase,100000,Republicans
Ashley B. Moody,M001244,2/21/2025,1/22/2025,HWM,Purchase,"$50,001 - $100,000",Senate,50001,R,2025-Q1,purchase,100000,Republicans
Ashley B. Moody,M001244,2/21/2025,1/22/2025,AMAT,Purchase,"$100,001 - $250,000",Senate,100001,R,2025-Q1,purchase,250000,Republicans
Gilbert Cisneros,C001123,2/11/2025,1/22/2025,INTA,Sale,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,sale,15000,Democrats
Gilbert Cisneros,C001123,2/11/2025,1/22/2025,PAR,Purchase,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,purchase,15000,Democrats
Rob Bresnahan,B001327,2/13/2025,1/21/2025,GOOG,Sale,"$50,001 - $100,000",Representatives,50001,R,2025-Q1,sale,100000,Republicans
Josh Gottheimer,G000583,2/10/2025,1/21/2025,PWR,Sale,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,sale,15000,Democrats
Marjorie Taylor Greene,G000596,1/27/2025,1/21/2025,ODFL,Purchase,"$1,001 - $15,000",Representatives,1001,R,2025-Q1,purchase,15000,Republicans
Marjorie Taylor Greene,G000596,1/27/2025,1/21/2025,KMI,Purchase,"$1,001 - $15,000",Representatives,1001,R,2025-Q1,purchase,15000,Republicans
Marjorie Taylor Greene,G000596,1/27/2025,1/21/2025,DVN,Purchase,"$1,001 - $15,000",Representatives,1001,R,2025-Q1,purchase,15000,Republicans
Josh Gottheimer,G000583,2/10/2025,1/21/2025,MMM,Purchase,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,purchase,15000,Democrats
Marjorie Taylor Greene,G000596,1/27/2025,1/21/2025,AMD,Purchase,"$1,001 - $15,000",Representatives,1001,R,2025-Q1,purchase,15000,Republicans
William R. Keating,K000375,2/25/2025,1/21/2025,CSGP,Purchase,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,purchase,15000,Democrats
Ashley B. Moody,M001244,2/21/2025,1/21/2025,OKTA,Sale (Full),"$50,001 - $100,000",Senate,50001,R,2025-Q1,sale,100000,Republicans
Josh Gottheimer,G000583,2/10/2025,1/21/2025,ISRG,Sale,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,sale,15000,Democrats
Rob Bresnahan,B001327,2/13/2025,1/21/2025,KO,Sale,"$1,001 - $15,000",Representatives,1001,R,2025-Q1,sale,15000,Republicans
Josh Gottheimer,G000583,2/10/2025,1/21/2025,MSFT,Sale,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,sale,15000,Democrats
Josh Gottheimer,G000583,2/10/2025,1/21/2025,JNJ,Purchase,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,purchase,15000,Democrats
Josh Gottheimer,G000583,2/10/2025,1/21/2025,KO,Purchase,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,purchase,15000,Democrats
Tim Moore,M001236,2/15/2025,1/21/2025,F,Sale,"$50,001 - $100,000",Representatives,50001,R,2025-Q1,sale,100000,Republicans
Marjorie Taylor Greene,G000596,1/27/2025,1/21/2025,PANW,Purchase,"$1,001 - $15,000",Representatives,1001,R,2025-Q1,purchase,15000,Republicans
Rob Bresnahan,B001327,2/13/2025,1/21/2025,DIS,Sale,"$15,001 - $50,000",Representatives,15001,R,2025-Q1,sale,50000,Republicans
Marjorie Taylor Greene,G000596,1/27/2025,1/21/2025,NEE,Purchase,"$1,001 - $15,000",Representatives,1001,R,2025-Q1,purchase,15000,Republicans
James Comer,C001108,2/11/2025,1/21/2025,PLTR,Purchase,"$1,001 - $15,000",Representatives,1001,R,2025-Q1,purchase,15000,Republicans
Marjorie Taylor Greene,G000596,1/27/2025,1/21/2025,AMZN,Purchase,"$1,001 - $15,000",Representatives,1001,R,2025-Q1,purchase,15000,Republicans
Marjorie Taylor Greene,G000596,1/27/2025,1/21/2025,META,Purchase,"$1,001 - $15,000",Representatives,1001,R,2025-Q1,purchase,15000,Republicans
Rob Bresnahan,B001327,2/13/2025,1/21/2025,CRM,Sale,"$15,001 - $50,000",Representatives,15001,R,2025-Q1,sale,50000,Republicans
Byron Donalds,D000032,2/10/2025,1/21/2025,GDDY,Purchase,"$1,001 - $15,000",Representatives,1001,R,2025-Q1,purchase,15000,Republicans
Byron Donalds,D000032,2/10/2025,1/21/2025,RLI,Sale,"$1,001 - $15,000",Representatives,1001,R,2025-Q1,sale,15000,Republicans
Byron Donalds,D000032,2/10/2025,1/21/2025,GDDY,Purchase,"$1,001 - $15,000",Representatives,1001,R,2025-Q1,purchase,15000,Republicans
Byron Donalds,D000032,2/10/2025,1/21/2025,FCNCA,Purchase,"$1,001 - $15,000",Representatives,1001,R,2025-Q1,purchase,15000,Republicans
Marjorie Taylor Greene,G000596,1/27/2025,1/21/2025,NVDA,Purchase,"$1,001 - $15,000",Representatives,1001,R,2025-Q1,purchase,15000,Republicans
Josh Gottheimer,G000583,2/10/2025,1/21/2025,ORCL,Sale,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,sale,15000,Democrats
Byron Donalds,D000032,2/10/2025,1/21/2025,FCNCA,Purchase,"$1,001 - $15,000",Representatives,1001,R,2025-Q1,purchase,15000,Republicans
Marjorie Taylor Greene,G000596,1/27/2025,1/21/2025,V,Purchase,"$1,001 - $15,000",Representatives,1001,R,2025-Q1,purchase,15000,Republicans
Marjorie Taylor Greene,G000596,1/27/2025,1/21/2025,OXY,Purchase,"$1,001 - $15,000",Representatives,1001,R,2025-Q1,purchase,15000,Republicans
Marjorie Taylor Greene,G000596,1/27/2025,1/21/2025,LLY,Purchase,"$1,001 - $15,000",Representatives,1001,R,2025-Q1,purchase,15000,Republicans
Marjorie Taylor Greene,G000596,1/27/2025,1/21/2025,NSC,Purchase,"$1,001 - $15,000",Representatives,1001,R,2025-Q1,purchase,15000,Republicans
Marjorie Taylor Greene,G000596,1/27/2025,1/21/2025,CAH,Purchase,"$1,001 - $15,000",Representatives,1001,R,2025-Q1,purchase,15000,Republicans
Robert E. Latta,L000566,1/24/2025,1/20/2025,FMAO,Purchase,"$1,001 - $15,000",Representatives,1001,R,2025-Q1,purchase,15000,Republicans
Julie Johnson,J000310,2/12/2025,1/17/2025,WMT,Sale,"$1,001 - $15,000",Representatives,1001,D,2025-Q1,sale,15000,Democrats
