Quarter,TransactionDate,Representative,PartyName,Ticker,TransactionType,Range,TradeAmount,EntryPrice,ExitPrice,PercentChange,WeightedTradeReturn
2025-Q1,2025-02-05,John Boozman,Republicans,AXP,purchase,"$1,001 - $15,000",15000.0,317.94000244140625,272.0199890136719,-14.442980774713009,-0.007106600348390852
2025-Q1,2025-02-05,John Boozman,Republicans,MSFT,purchase,"$1,001 - $15,000",15000.0,411.5248607564065,390.5799865722656,-5.089576883798219,-0.002504302222633206
2025-Q1,2025-02-05,William R. Keating,Democrats,ACN,purchase,"$1,001 - $15,000",15000.0,390.8200073242188,308.5299987792969,-21.055730771903715,-0.008027346844034965
2025-Q1,2025-02-05,John Boozman,Republicans,JPM,sale,"$1,001 - $15,000",15000.0,268.9100036621094,248.1199951171875,-7.731214258226303,-0.0038041073929274906
2025-Q1,2025-02-05,Josh Gottheimer,Democrats,TSLA,purchase,"$1,001 - $15,000",15000.0,387.510009765625,273.1300048828125,-29.516658150841614,-0.011253014925978503
2025-Q1,2025-02-05,Gerald E. Connolly,Democrats,D,sale,"$1,001 - $15,000",15000.0,53.95423426584992,54.470001220703125,-0.9559341576637996,-0.0003644430643018679
2025-Q1,2025-02-05,Shelley Moore Capito,Republicans,AAPL,sale,"$1,001 - $15,000",15000.0,228.2790158263464,223.8500061035156,-1.9401738292931563,-0.000954653352120628
2025-Q1,2025-02-04,Tim Moore,Republicans,HOG,purchase,"$50,001 - $100,000",100000.0,26.160342198472176,25.940000534057617,-0.8422736321370706,-0.00276291170128611
2025-Q1,2025-02-04,Shelley Moore Capito,Republicans,MSFT,sale,"$1,001 - $15,000",15000.0,411.8641667609186,390.5799865722656,-5.16776692569329,-0.0025427752627652732
2025-Q1,2025-02-04,John Boozman,Republicans,AMZN,purchase,"$1,001 - $15,000",15000.0,239.00999450683597,201.3600006103516,-15.752476784148683,-0.007750931663514196
2025-Q1,2025-02-04,Shelley Moore Capito,Republicans,CEG,purchase,"$1,001 - $15,000",15000.0,297.6698318989167,209.1999969482422,-29.72079313053036,-0.014623975625978527
2025-Q1,2025-02-04,Tim Moore,Republicans,F,purchase,"$50,001 - $100,000",100000.0,9.625442714309994,9.899999618530272,2.8524080644321965,0.009356759273190738
2025-Q1,2025-02-04,John Boozman,Republicans,QSR,sale,"$1,001 - $15,000",15000.0,61.13719547702561,68.73999786376953,12.43564139215535,0.006118898503602764
2025-Q1,2025-02-04,James Comer,Republicans,TTD,sale,"$1,001 - $15,000",15000.0,113.76000213623048,57.2599983215332,49.6659658524242,0.024437903486513465
2025-Q1,2025-02-04,Josh Gottheimer,Democrats,TDG,sale,"$1,001 - $15,000",15000.0,1253.4599609375,1384.260009765625,-10.43511982068384,-0.003978314838232497
2025-Q1,2025-02-03,Rob Bresnahan,Republicans,INTC,purchase,"$1,001 - $15,000",15000.0,18.96999931335449,23.6200008392334,24.512396911925038,0.012061208911887012
2025-Q1,2025-02-03,Victoria Spartz,Republicans,SPG,purchase,"$15,001 - $50,000",50000.0,169.99759933358538,165.85000610351562,-2.4397951773018627,-0.004001632240941222
2025-Q1,2025-02-03,Rob Bresnahan,Republicans,TTWO,purchase,"$1,001 - $15,000",15000.0,184.6199951171875,214.2899932861328,16.070847662038062,0.007907584547501097
2025-Q1,2025-02-03,Rob Bresnahan,Republicans,TTWO,purchase,"$1,001 - $15,000",15000.0,184.6199951171875,214.2899932861328,16.070847662038062,0.007907584547501097
2025-Q1,2025-02-03,Markwayne Mullin,Republicans,COHR,purchase,"$1,001 - $15,000",15000.0,84.43000030517578,67.9000015258789,-19.578347411522564,-0.009633433202323715
2025-Q1,2025-02-03,Markwayne Mullin,Republicans,MTZ,purchase,"$1,001 - $15,000",15000.0,140.0500030517578,118.79000091552734,-15.180293947136494,-0.007469391806037311
2025-Q1,2025-02-03,Rob Bresnahan,Republicans,INTC,purchase,"$1,001 - $15,000",15000.0,18.96999931335449,23.6200008392334,24.512396911925038,0.012061208911887012
2025-Q1,2025-02-03,Rob Bresnahan,Republicans,NOW,purchase,"$1,001 - $15,000",15000.0,1006.5,827.739990234375,-17.76055735376304,-0.008738998205886358
2025-Q1,2025-02-03,Rob Bresnahan,Republicans,TTWO,purchase,"$1,001 - $15,000",15000.0,184.6199951171875,214.2899932861328,16.070847662038062,0.007907584547501097
2025-Q1,2025-02-03,Rob Bresnahan,Republicans,NOW,purchase,"$1,001 - $15,000",15000.0,1006.5,827.739990234375,-17.76055735376304,-0.008738998205886358
2025-Q1,2025-02-03,Gilbert Cisneros,Democrats,ICFI,sale,"$1,001 - $15,000",15000.0,115.91000366210938,85.98999786376953,25.81313506430386,0.009841073223142913
2025-Q1,2025-02-03,Mark Dr Green,Republicans,NGL,sale,"$250,001 - $500,000",500000.0,5.420000076293945,4.630000114440918,14.575644847466656,0.23906256925482458
2025-Q1,2025-02-03,Markwayne Mullin,Republicans,DELL,purchase,"$1,001 - $15,000",15000.0,99.37999725341795,97.0999984741211,-2.294223025064995,-0.0011288615835976686
2025-Q1,2025-02-03,Markwayne Mullin,Republicans,CRDO,purchase,"$1,001 - $15,000",15000.0,63.80400085449219,42.43000030517578,-33.49946753035245,-0.016483254484345965
2025-Q1,2025-02-03,Josh Gottheimer,Democrats,UNP,purchase,"$1,001 - $15,000",15000.0,240.9055189872754,235.97000122070312,-2.048735864300796,-0.000781065903278992
2025-Q1,2025-02-03,Markwayne Mullin,Republicans,AIT,purchase,"$1,001 - $15,000",15000.0,253.99521702191052,232.22000122070312,-8.5730810432265,-0.004218343960911842
2025-Q1,2025-02-03,Josh Gottheimer,Democrats,AAPL,sale,"$1,001 - $15,000",15000.0,229.73741895869952,223.8500061035156,2.562670409491408,0.0009769997748728203
2025-Q1,2025-02-03,Julie Johnson,Democrats,ETN,purchase,"$1,001 - $15,000",15000.0,317.3399963378906,280.9100036621094,-11.47979866899352,-0.004376591181469127
2025-Q1,2025-02-03,Markwayne Mullin,Republicans,GS,purchase,"$1,001 - $15,000",15000.0,622.9111915643173,558.9199829101562,-10.272926465401891,-0.005054744857504621
2025-Q1,2025-02-03,Markwayne Mullin,Republicans,WAB,purchase,"$1,001 - $15,000",15000.0,203.45488683001824,186.9199981689453,-8.12705407016713,-0.0039988784993441676
2025-Q1,2025-02-03,Josh Gottheimer,Democrats,SHOP,purchase,"$1,001 - $15,000",15000.0,111.87000274658205,102.5199966430664,-8.357920688261801,-0.0031863975174463593
2025-Q1,2025-02-03,Josh Gottheimer,Democrats,XYZ,purchase,"$1,001 - $15,000",15000.0,88.63999938964844,56.9900016784668,-35.70622510053604,-0.013612743080646602
2025-Q1,2025-02-03,Rob Bresnahan,Republicans,INTC,purchase,"$1,001 - $15,000",15000.0,18.96999931335449,23.6200008392334,24.512396911925038,0.012061208911887012
2025-Q1,2025-02-03,Markwayne Mullin,Republicans,LRN,purchase,"$1,001 - $15,000",15000.0,132.1999969482422,128.55999755859375,-2.753403535306842,-0.0013547991808956089
2025-Q1,2025-02-03,Markwayne Mullin,Republicans,IRM,purchase,"$1,001 - $15,000",15000.0,98.66764066134375,85.51000213623047,-13.335312810685476,-0.00656157756799351
2025-Q1,2025-02-03,Josh Gottheimer,Democrats,WMT,purchase,"$1,001 - $15,000",15000.0,96.50498425506848,85.62999725341797,-11.26883454320585,-0.00429616261654817
2025-Q1,2025-02-03,Markwayne Mullin,Republicans,PRMB,purchase,"$1,001 - $15,000",15000.0,31.691823740436988,34.45000076293945,8.703118650073732,0.00428232835004448
2025-Q1,2025-01-31,Josh Gottheimer,Democrats,TSLA,purchase,"$1,001 - $15,000",15000.0,401.5299987792969,273.1300048828125,-31.97768393067441,-0.012191263412380636
2025-Q1,2025-01-31,Josh Gottheimer,Democrats,V,purchase,"$1,001 - $15,000",15000.0,345.88799878867474,349.8599853515625,1.148344717595856,0.00043779821486689135
2025-Q1,2025-01-31,Josh Gottheimer,Democrats,ICFI,sale,"$1,001 - $15,000",15000.0,119.11000061035156,85.98999786376953,27.8062316991573,0.010600927067921198
2025-Q1,2025-01-31,Josh Gottheimer,Democrats,BABA,purchase,"$1,001 - $15,000",15000.0,102.0,135.6300048828125,32.97059302236519,0.012569802905972243
2025-Q1,2025-01-31,Thomas H. Kean Jr,Republicans,MSFT,purchase,"$1,001 - $15,000",15000.0,418.141600337115,390.5799865722656,-6.591454603566971,-0.0032432940480073666
2025-Q1,2025-01-31,James French Hill,Republicans,CVS,sale,"$15,001 - $50,000",50000.0,56.75,67.58999633789062,-19.10131513284692,-0.03132903908946518
2025-Q1,2025-01-31,Josh Gottheimer,Democrats,TWLO,purchase,"$1,001 - $15,000",15000.0,150.0,101.81999969482422,-32.12000020345052,-0.012245520474056623
2025-Q1,2025-01-31,Gilbert Cisneros,Democrats,CACI,purchase,"$15,001 - $50,000",50000.0,381.8399963378906,375.989990234375,-1.5320569242670294,-0.0019469525025632602
2025-Q1,2025-01-31,Josh Gottheimer,Democrats,ANET,sale,"$1,001 - $15,000",15000.0,115.4000015258789,78.95999908447266,31.57712474833411,0.012038553087431991
2025-Q1,2025-01-31,Josh Gottheimer,Democrats,MSFT,sale,"$1,001 - $15,000",15000.0,418.141600337115,390.5799865722656,6.591454603566971,0.0025129449498920973
2025-Q1,2025-01-31,Josh Gottheimer,Democrats,MA,purchase,"$1,001 - $15,000",15000.0,563.8200073242188,557.5700073242188,-1.1085097936948527,-0.0004226114348817585
2025-Q1,2025-01-31,Gilbert Cisneros,Democrats,HE,purchase,"$50,001 - $100,000",100000.0,9.119999885559082,11.170000076293944,22.47807254889228,0.05713069652787465
2025-Q1,2025-01-30,Rob Bresnahan,Republicans,MSFT,sale,"$1,001 - $15,000",15000.0,417.9319804505241,390.5799865722656,6.544604183861086,0.0032202415206795568
2025-Q1,2025-01-30,Josh Gottheimer,Democrats,MMM,purchase,"$1,001 - $15,000",15000.0,151.25389183138878,148.44000244140625,-1.860374867655859,-0.0007092546197696756
2025-Q1,2025-01-30,Josh Gottheimer,Democrats,GLW,purchase,"$1,001 - $15,000",15000.0,49.873372457964976,46.560001373291016,-6.643567341403643,-0.0025328125586746636
2025-Q1,2025-01-30,Josh Gottheimer,Democrats,TT,sale,"$1,001 - $15,000",15000.0,363.010009765625,346.6000061035156,4.520537511542557,0.001723422612101623
2025-Q1,2025-01-30,Rob Bresnahan,Republicans,BABA,purchase,"$1,001 - $15,000",15000.0,97.3000030517578,135.6300048828125,39.393628601085865,0.019383448549000756
2025-Q1,2025-01-30,Gilbert Cisneros,Democrats,AVGO,sale,"$1,001 - $15,000",15000.0,217.91062416162004,171.99000549316406,21.07314356293044,0.008033985346141989
2025-Q1,2025-01-30,Rob Bresnahan,Republicans,MSFT,sale,"$1,001 - $15,000",15000.0,417.9319804505241,390.5799865722656,6.544604183861086,0.0032202415206795568
2025-Q1,2025-01-30,Gilbert Cisneros,Democrats,ISRG,purchase,"$1,001 - $15,000",15000.0,581.239990234375,507.8999938964844,-12.617851071864056,-0.004810465524919579
2025-Q1,2025-01-30,Josh Gottheimer,Democrats,MA,purchase,"$1,001 - $15,000",15000.0,555.0,557.5700073242188,0.4630643827421171,0.0001765399857956985
2025-Q1,2025-01-30,Josh Gottheimer,Democrats,TSLA,purchase,"$1,001 - $15,000",15000.0,410.7799987792969,273.1300048828125,-33.50941971506278,-0.012775226730866483
2025-Q1,2025-01-30,Josh Gottheimer,Democrats,V,purchase,"$1,001 - $15,000",15000.0,338.939692876135,349.8599853515625,3.221898380434988,0.0012283257264334684
2025-Q1,2025-01-30,Tim Moore,Republicans,HOG,purchase,"$15,001 - $50,000",50000.0,27.520996862690893,25.940000534057617,-5.744691358824175,-0.009422160667253035
2025-Q1,2025-01-30,Mark Dr Green,Republicans,NGL,sale,"$500,001 - $1,000,000",1000000.0,5.309999942779541,4.630000114440918,12.80602327055157,0.42007621028543773
2025-Q1,2025-01-29,Rob Bresnahan,Republicans,HOOD,sale,"$1,001 - $15,000",15000.0,48.81999969482422,43.9900016784668,9.89348227478479,0.004868041138978903
2025-Q1,2025-01-29,Gilbert Cisneros,Democrats,AGIO,purchase,"$1,001 - $15,000",15000.0,33.4900016784668,30.84000015258789,-7.912813953612874,-0.0030167037566194714
2025-Q1,2025-01-29,Rob Bresnahan,Republicans,NVDA,sale,"$1,001 - $15,000",15000.0,126.48836708502724,111.43000030517578,11.904942032913596,0.005857770395069835
2025-Q1,2025-01-29,Gilbert Cisneros,Democrats,CRNX,purchase,"$1,001 - $15,000",15000.0,37.88999938964844,34.900001525878906,-7.891258674937851,-0.0030084859607082924
2025-Q1,2025-01-29,Josh Gottheimer,Democrats,UBER,sale,"$1,001 - $15,000",15000.0,67.80000305175781,74.86000061035156,-10.412975281438,-0.0039698723909409065
2025-Q1,2025-01-29,Rob Bresnahan,Republicans,CRDO,sale,"$1,001 - $15,000",15000.0,59.400001525878906,42.43000030517578,28.569024890192598,0.014057253513297981
2025-Q1,2025-01-29,Gilbert Cisneros,Democrats,AVGO,purchase,"$1,001 - $15,000",15000.0,208.2099563218862,171.99000549316406,-17.395878404934304,-0.00663205429086325
2025-Q1,2025-01-29,Gilbert Cisneros,Democrats,SWTX,purchase,"$1,001 - $15,000",15000.0,35.709999084472656,47.4900016784668,32.98796666482217,0.012576426482966896
2025-Q1,2025-01-29,Gilbert Cisneros,Democrats,USPH,purchase,"$1,001 - $15,000",15000.0,89.23508857670797,73.05999755859375,-18.126379741540617,-0.006910552703599168
2025-Q1,2025-01-29,Rob Bresnahan,Republicans,CRDO,sale,"$1,001 - $15,000",15000.0,59.400001525878906,42.43000030517578,28.569024890192598,0.014057253513297981
2025-Q1,2025-01-29,Josh Gottheimer,Democrats,PWR,sale,"$1,001 - $15,000",15000.0,295.0,254.8800048828125,13.599998344809322,0.005184902152043203
2025-Q1,2025-01-29,Rob Bresnahan,Republicans,MANH,sale,"$1,001 - $15,000",15000.0,222.8000030517578,174.82000732421875,21.53500676406769,0.010596198178153694
2025-Q1,2025-01-29,Rob Bresnahan,Republicans,MANH,sale,"$1,001 - $15,000",15000.0,222.8000030517578,174.82000732421875,21.53500676406769,0.010596198178153694
2025-Q1,2025-01-29,Josh Gottheimer,Democrats,ETN,sale,"$1,001 - $15,000",15000.0,313.5,280.9100036621094,10.395533122134172,0.003963222692388171
2025-Q1,2025-01-29,Josh Gottheimer,Democrats,ABT,purchase,"$1,001 - $15,000",15000.0,128.16000366210938,131.35000610351562,2.489077988649728,0.000948943190487887
2025-Q1,2025-01-29,Rob Bresnahan,Republicans,HOOD,sale,"$1,001 - $15,000",15000.0,48.81999969482422,43.9900016784668,9.89348227478479,0.004868041138978903
2025-Q1,2025-01-29,Gilbert Cisneros,Democrats,FNA,purchase,"$1,001 - $15,000",15000.0,13.109999656677246,13.010000228881836,-0.7627721618167852,-0.0002908014341657588
2025-Q1,2025-01-29,Rob Bresnahan,Republicans,CRDO,sale,"$1,001 - $15,000",15000.0,59.400001525878906,42.43000030517578,28.569024890192598,0.014057253513297981
2025-Q1,2025-01-29,Rob Bresnahan,Republicans,META,sale,"$1,001 - $15,000",15000.0,674.4000060630054,602.5800170898438,10.64946446137071,0.005240018596705287
2025-Q1,2025-01-29,Rob Bresnahan,Republicans,MANH,sale,"$1,001 - $15,000",15000.0,222.8000030517578,174.82000732421875,21.53500676406769,0.010596198178153694
2025-Q1,2025-01-29,Rob Bresnahan,Republicans,META,sale,"$1,001 - $15,000",15000.0,674.4000060630054,602.5800170898438,10.64946446137071,0.005240018596705287
2025-Q1,2025-01-29,Rob Bresnahan,Republicans,BABA,purchase,"$1,001 - $15,000",15000.0,99.38999938964844,135.6300048828125,36.462426517469616,0.017941164433722952
2025-Q1,2025-01-29,Josh Gottheimer,Democrats,ISRG,sale,"$1,001 - $15,000",15000.0,571.1099853515625,507.8999938964844,11.067919153290145,0.004219565060346986
2025-Q1,2025-01-29,Josh Gottheimer,Democrats,AVGO,sale,"$1,001 - $15,000",15000.0,208.2099563218862,171.99000549316406,17.395878404934304,0.00663205429086325
2025-Q1,2025-01-29,Rob Bresnahan,Republicans,BABA,purchase,"$1,001 - $15,000",15000.0,99.38999938964844,135.6300048828125,36.462426517469616,0.017941164433722952
2025-Q1,2025-01-29,Josh Gottheimer,Democrats,NVDA,sale,"$1,001 - $15,000",15000.0,126.48836708502724,111.43000030517578,11.904942032913596,0.004538674049909873
2025-Q1,2025-01-29,Rob Bresnahan,Republicans,NVDA,sale,"$1,001 - $15,000",15000.0,126.48836708502724,111.43000030517578,11.904942032913596,0.005857770395069835
2025-Q1,2025-01-29,Tim Moore,Republicans,HOG,purchase,"$50,001 - $100,000",100000.0,27.19324663100328,25.940000534057617,-4.608666680928144,-0.015117817552659155
2025-Q1,2025-01-29,Rob Bresnahan,Republicans,HOOD,sale,"$1,001 - $15,000",15000.0,48.81999969482422,43.9900016784668,9.89348227478479,0.004868041138978903
2025-Q1,2025-01-29,Rob Bresnahan,Republicans,BABA,purchase,"$1,001 - $15,000",15000.0,99.38999938964844,135.6300048828125,36.462426517469616,0.017941164433722952
2025-Q1,2025-01-29,Josh Gottheimer,Democrats,CRM,purchase,"$1,001 - $15,000",15000.0,358.760009765625,277.8099975585937,-22.56383376171587,-0.008602300328523016
2025-Q1,2025-01-29,Josh Gottheimer,Democrats,UNP,purchase,"$1,001 - $15,000",15000.0,248.33467485100897,235.97000122070312,-4.979036309659198,-0.001898222001395043
2025-Q1,2025-01-28,Julie Johnson,Democrats,PEP,sale,"$1,001 - $15,000",15000.0,152.7990267153941,149.6699981689453,2.047806595180058,0.0007807116260694085
2025-Q1,2025-01-28,Rob Bresnahan,Republicans,NVDA,sale,"$1,001 - $15,000",15000.0,121.79880142784783,111.43000030517578,8.513056779802895,0.004188809306119187
2025-Q1,2025-01-28,Josh Gottheimer,Democrats,AVGO,sale,"$1,001 - $15,000",15000.0,207.38246902715304,171.99000549316406,17.066275515002662,0.006506395545178293
2025-Q1,2025-01-28,Josh Gottheimer,Democrats,TSLA,purchase,"$1,001 - $15,000",15000.0,396.9100036621094,273.1300048828125,-31.185910568449955,-0.011889405477868835
2025-Q1,2025-01-28,Mark Dr Green,Republicans,NGL,sale,"$50,001 - $100,000",100000.0,5.139999866485596,4.630000114440918,9.922174422027428,0.03254772649508751
2025-Q1,2025-01-28,Rob Bresnahan,Republicans,AVGO,sale,"$1,001 - $15,000",15000.0,207.38246902715304,171.99000549316406,17.066275515002662,0.008397380112351647
2025-Q1,2025-01-28,John Boozman,Republicans,NRG,purchase,"$1,001 - $15,000",15000.0,98.48517169840672,95.76000213623048,-2.767086166556736,-0.001361531654858161
2025-Q1,2025-01-28,Josh Gottheimer,Democrats,ABT,purchase,"$1,001 - $15,000",15000.0,129.75,131.35000610351562,1.233145359164258,0.00047012785328412433
2025-Q1,2025-01-28,Julie Johnson,Democrats,ALE,sale,"$1,001 - $15,000",15000.0,64.67543287933212,65.66000366210938,-1.5223257718494323,-0.0005803758184709997
2025-Q1,2025-01-28,Josh Gottheimer,Democrats,ANET,sale,"$1,001 - $15,000",15000.0,105.0199966430664,78.95999908447266,24.814319550175185,0.00946028194821776
2025-Q1,2025-01-28,Rob Bresnahan,Republicans,TEAM,purchase,"$1,001 - $15,000",15000.0,266.0199890136719,222.63999938964844,-16.3070413561268,-0.008023802537047793
2025-Q1,2025-01-28,Rob Bresnahan,Republicans,ZM,purchase,"$1,001 - $15,000",15000.0,82.44999694824219,76.77999877929688,-6.876893121663354,-0.0033837427201886274
2025-Q1,2025-01-28,John Boozman,Republicans,HPQ,sale,"$1,001 - $15,000",15000.0,32.854850059057554,28.649999618530277,-12.79826397919619,-0.00629732523168584
2025-Q1,2025-01-28,Rob Bresnahan,Republicans,ZM,purchase,"$1,001 - $15,000",15000.0,82.44999694824219,76.77999877929688,-6.876893121663354,-0.0033837427201886274
2025-Q1,2025-01-28,Gilbert Cisneros,Democrats,LNTH,purchase,"$1,001 - $15,000",15000.0,99.91000366210938,97.04000091552734,-2.87258797055822,-0.0010951536296447653
2025-Q1,2025-01-28,Scott Scott Franklin,Republicans,COST,sale,"$1,001 - $15,000",15000.0,960.7684238208012,938.75,2.291751401782944,0.0011276454330570497
2025-Q1,2025-01-28,Josh Gottheimer,Democrats,TSM,sale,"$1,001 - $15,000",15000.0,194.89065370525609,168.24000549316406,13.674667155869502,0.005213369102504575
2025-Q1,2025-01-28,John Boozman,Republicans,IVW,sale,"$1,001 - $15,000",15000.0,102.83313477450884,94.86000061035156,-7.753467966955066,-0.003815057225006593
2025-Q1,2025-01-28,Julie Johnson,Democrats,DELL,sale,"$1,001 - $15,000",15000.0,104.12999725341795,97.0999984741211,6.751175419882307,0.0025738373693794535
2025-Q1,2025-01-28,Rob Bresnahan,Republicans,ZM,purchase,"$1,001 - $15,000",15000.0,82.44999694824219,76.77999877929688,-6.876893121663354,-0.0033837427201886274
2025-Q1,2025-01-28,Rob Bresnahan,Republicans,CRWD,purchase,"$1,001 - $15,000",15000.0,372.6700134277344,366.55999755859375,-1.6395244181151265,-0.0008067202319739838
2025-Q1,2025-01-28,Rob Bresnahan,Republicans,TEAM,purchase,"$1,001 - $15,000",15000.0,266.0199890136719,222.63999938964844,-16.3070413561268,-0.008023802537047793
2025-Q1,2025-01-28,John Boozman,Republicans,TBLL,purchase,"$1,001 - $15,000",15000.0,104.77438354492188,105.5,0.6925513952244042,0.00034076663698100917
